DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,4.146,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,4.129,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,4.113,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,4.098,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,4.083,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,4.064,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,4.039,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,4.008,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,3.969,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,3.922,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,3.869,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,5.583,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,5.552,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,5.518,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,5.48,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,5.437,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,5.39,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,5.338,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,5.281,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,5.219,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,5.154,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,5.087,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.911,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,1.95,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,1.984,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.012,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.034,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.05,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.059,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.062,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,2.06,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,2.055,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,2.046,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.384,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,1.4,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,1.422,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,1.449,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,1.478,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,1.509,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,1.539,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.565,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.585,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.6,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.61,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,4.273,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,4.234,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,4.192,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,4.146,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,4.095,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,4.041,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,3.984,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,3.926,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,3.87,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,3.816,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,3.765,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.392,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,1.378,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,1.361,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,1.346,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,1.332,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,1.321,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,1.312,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.303,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.295,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.287,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.279,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRD: Grenada,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.24,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRD: Grenada,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.217,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRD: Grenada,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.194,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRD: Grenada,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.171,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
